1,basse               
1,staff-4
2,contrabbassi
3,staff-2
3,staff-3
5,staff-1
136,b
1,----- garden party ----
1,contra bassoon | fagotti 2
1,fretbas2
1,trumpet 4
1,my eyes adored you  
3,synbass
1,organo
1,visaginas
2,bob fisher
1,c.b.
1,lag bass
1,bass           
1, fretless
1,basseslap2
3,bassoon
7,basso
2,violas
2,bass ii.
2,bas      
1,trombn
1, fretless bs
1,bajo acustico
1,cordes
1,instrument4
2,bass     
1,bass     weimemt@libby.org  eureka, mt  usa
1,bass - feb. 1997
1,archi
1,basso.
1,bass (zoggo)
1,synthbass
1,kick, etc
1,alain caron
1,bass (muted)
1,by malletcat
34,bajo
3,baix
1,mezzoforte
2,fhv                 
1,bass-tard (jx)
1,3
1,basseac2
1,chopin
2,piano
1,@channel 4
3,bass gtr            
1,muted gtr
1,jules   
1,slam the clown
1,tk5
2,tk2
1,2
6,bas
1,organ
1,bass e.1
1,sysex
1,(c)1995 mercury
1,strings p
1,left bass
1,staff 3
2,ac. bass
1,dez 94/jan 95
1,keyboard
1,pizz
46,bass    
1,b.s. lengton
2,bajo fretless
1,---- asayake-----
1,bowed bass
1,cordas
1,bam brown
2,bassoons
1,pista 10
4,b bbok
2,basse    
1,by mezzoforte
1,m1 synbass
1,bass a.1
5,fngrbass
1,piano bass
1,acoustic bs. {biab}
1,slpbass 
1,fagotto 2
1,capella
1,fagotto
1,cembalo
2,electric bass (finger)
1,basse syn
1,bas                 
1,basstrlg            
1,track 14
1,contras
2,r.fennimore-2
1, fingered bs. 
6,bass                                                            
1,mlodie 2
2,bass i.
1,guitarra
1,bass melody
1,slapbass
4,fingered bass
1,acou bass
3,slap bass
1,p2-acoust
1,kontrabsse
1, fretless bs.*merged
1,b     weimermt@libby.org  eureka, mt usa
1,contrabajo
1,bass 1              
2,canond.mid
1,bass....            
1,acous bass
1,slap bass 1
1,tenor 2
1,viole
4,double bass
1,track07
1,viola
1,unestatefa
2,korg tuba
1,www.musica-sacra.it
1,bass #1 | sequenced by
1,siciliana by carulli-2
1,violoncel2
1,@channel 10
4,basse ac 2
1,g.midi slap bass 2
1,v4
1,contra bassoon
2,pizzicato bass
2,pedal
1,p2-fretless2
1,a wild west original
1,jazz bas
2,fretless bass       
1,jazzbass
13,fretless bass
1,vav@janco.lt
2,slapbass1
1,left
2,el bass finger
17,pianoforte
7,basse2
2,cellos/basses
1,fingbass2
1,basses 1
1,bass      
1,basse 
25,bass                
1,pianobass
1,fretlessb
4,bass gtr
1,strensmbl 1
1,great balls o' f
12,4
1,cello 11
1,voice 3
1,alto viola
6,basses
1,bass / acoustic bass
1,"joyed"
1,jaco pastorius
35,bass    (bb)
3,bajo electrico
1,fretless 
1,melody - base
4,ac bass
4, fretless bs. 
1,finger ba
17,contrabass
8,t
1,lovely 1
1,track 8
1,(c) june 1997
2,b 
10,synth bass
3,bass  
1,contrabasse
4,double basses
1,corno solo
2,bass 2
4,bass 1
1,bass / acoustic       
1,bass (jx)
7,tuba
1,bass sax
5,pickbass
1, bass    
1,fourth avenue theme
1,trombones
1,bc
1,harp l. h.
1,[a-03] seq by n.nakamura, 2002.
1,synth bass 2 (bend12)
1,by
1,_
2,1b bbok
1,duet #7 (adagio) from
3,bss34
1,x bass              
1,synbass9
1,basse 1
1,synbass1
3,synbass2
1,cello2
1,by casiopea
1,by gordon jenkins
19,basse    2
1,02:xg:acoustic bass          
1,basses 2
2,harpsichord
1,spring
1,virginal 2
2,seq by n.nakamura, 2006.            
2, basse  
1,---- light years ----
1,9
1,-- footprints --
1,baixo
1,funk bass
1,--- later on ----
1,	acoustic bass
2,slap bass   
1,by i don't know
1,celli
1,violini ii
1,acustic ba
9,cello
16,acoustic bass
1,.com/broad
3,basso pro organo
6,basso continuo
3,winjammer demo
1,(special efx)
1,5
1,contrabasso
3, fretless bs.
1,trombon (basso)
1,by john dowland
1,cont3 - june 1997
1,k. bass
2,contrabassi-1
1,celli e k. bass
2,instrument19
1,fingerbas
1, fingered bs.
2,remix
1, bass
1,accoustic bass 
1,johann sebastian bach
1,bass trombone/tuba
1,right bass
1,bass   
5,strings
